ds,y,prediction_5,prediction,prediction_95
2021-08-21,98613.0,82369.88324002591,90762.205264204,103248.70896200479
2021-08-22,53247.0,66465.66100955373,77397.68675083185,85735.6396909274
2021-08-23,80802.0,71101.865227562,78349.68127361024,89568.73861906442
2021-08-24,93733.0,80999.76771913985,91441.68108412421,99557.97975556063
2021-08-25,98428.0,87855.54347827438,96496.99851748024,105818.16954025159
2021-08-26,101124.0,87793.20186710535,98755.13806939509,107778.30955233653
2021-08-27,96582.0,89356.41622976861,98497.3883548234,108110.78357835216
2021-08-28,89008.0,80396.20992544081,92417.99280546675,100165.87000490603
2021-08-29,73010.0,60046.94265281263,68913.2498706896,78566.98133835058
2021-08-30,84107.0,74008.8860612394,84400.63935439396,92599.43402966051
2021-08-31,93718.0,89039.8001425159,96495.71903624319,104633.00769138114
2021-09-01,88185.0,89934.40466708079,99860.89224824842,109993.02582568215
2021-09-02,93100.0,87210.67116956536,96105.45535186186,105559.00999444432
2021-09-03,95630.0,83705.24379955897,92612.24839434415,105101.96620503637
2021-09-04,88527.0,80305.90779464968,88196.27300900526,99847.07750394919
2021-09-05,74209.0,57908.207541618955,67857.72412287837,76794.4745914779
2021-09-06,71712.0,68425.0454083212,84100.74120240545,93528.64560736436
2021-09-07,88673.0,82947.86376212862,90756.50802834534,98260.29709829144
2021-09-08,102042.0,83433.01028484845,93393.36798781346,102722.65245344506
2021-09-09,105817.0,91001.95734755426,98541.01140791771,109825.27901489878
2021-09-10,109813.0,91277.81193458421,100863.88573666991,111206.65974468787
2021-09-11,107560.0,89485.83121991523,97310.93194854245,107004.12911098904
2021-09-12,87232.0,71952.5475570158,80912.29309695754,90183.36247578099
2021-09-13,95735.0,86838.8701025923,94690.95293748,103591.39823034106
2021-09-14,102209.0,98696.46404017645,106620.41248723728,116469.91477309517
2021-09-15,106884.0,104532.99879390781,111742.62360250487,121101.13783201818
2021-09-16,102456.0,102536.60404535418,112835.57321853147,121366.72757987241
2021-09-17,110693.0,100693.62884748833,107575.75273223582,119378.31660025474
2021-09-18,111362.0,93982.53801343915,103082.84046556044,112442.00088420718
2021-09-19,88272.0,75487.12943156163,85545.40417276131,95146.31082896286
2021-09-20,92218.0,84520.92792609136,95743.74175270653,103676.8347059841
2021-09-21,99871.0,97819.92473463013,107094.70954398828,115342.24889241153
2021-09-22,105877.0,99575.00683359387,108385.7816284433,116274.27693626477
2021-09-23,104169.0,99597.04352152834,108616.8567048087,117868.89061146087
2021-09-24,109419.0,98280.18411928271,109701.80572117132,117395.88000566633
2021-09-25,112977.0,96600.34772963978,103719.38054463748,114073.07500354113
2021-09-26,91222.0,76637.31450481263,85313.83093881517,95311.5543621279
2021-09-27,93752.0,85317.30843317864,95881.07720387896,104483.01358892082
2021-09-28,100970.0,96643.95878507599,107458.32882937526,118068.0275004254
2021-09-29,108179.0,99885.99351525473,110791.19869554989,119862.40125524992
2021-09-30,115013.0,100097.85536165987,110547.92639479048,122315.26649237734
2021-10-01,117104.0,106799.30217303729,116109.83865135949,122512.72224519285
2021-10-02,115086.0,104288.75650430043,112524.91418623817,122435.51082354016
2021-10-03,91230.0,81860.95368114232,90764.35117132516,100317.22081974264
2021-10-04,96858.0,88402.6297054328,96677.84102006973,106654.96430410797
2021-10-05,106648.0,97272.87692897479,107831.26472567924,115401.39654164446
2021-10-06,113020.0,104002.05609908758,114369.38172389723,125223.39379792244
2021-10-07,118556.0,106287.4184231353,116451.12386842836,124430.63283405126
2021-10-08,120242.0,110429.54611878532,118922.33487072709,127773.35898781412
2021-10-09,116817.0,103558.84465878516,116962.53135668956,125272.97239004762
2021-10-10,93850.0,84427.5077633138,92938.46015538424,104922.22623588366
2021-10-11,86890.0,91612.93289026321,100046.42463286628,108675.67073192615
2021-10-12,108057.0,95573.61833414501,106234.60213592449,113766.73354392445
2021-10-13,112723.0,105205.44695629628,114013.9436101997,121834.69493895014
2021-10-14,121767.0,109448.53627701936,117106.62843668586,127292.90981918025
2021-10-15,124091.0,109352.10150168887,119847.58375302714,129241.66296016274
2021-10-16,121955.0,106328.20142971167,117038.51434178348,126571.10220434728
2021-10-17,100790.0,89617.23204454756,97140.98003911701,106786.74053889606
2021-10-18,103856.0,92521.16736446197,102222.25387665074,113909.2442985115
2021-10-19,110716.0,105581.66865831074,116064.36418786168,127425.87517142785
2021-10-20,119077.0,109913.62065107835,120242.00185003821,128797.65252827088
2021-10-21,122809.0,115017.81524469037,124449.26727965237,133896.80730323872
2021-10-22,122858.0,115237.22913559042,126220.85663820134,136520.92466607297
2021-10-23,119757.0,112860.5867165554,121212.09537233424,128767.13768285309
2021-10-24,98929.0,88289.99030838878,97382.75737864105,109984.91777215252
2021-10-25,99949.0,92542.52676047813,102401.33401896345,112102.81666146943
2021-10-26,101866.0,105086.56462959007,112752.66836462174,119947.59059320267
2021-10-27,119847.0,108494.1603013419,116239.2521157478,125381.19253597854
2021-10-28,125607.0,111627.11076146993,121569.54001238049,132106.1416518411
2021-10-29,130631.0,115054.82951183684,125668.44842418379,135338.20058119367
2021-10-30,119589.0,114461.8800714544,125170.65874469798,138032.22147674975
2021-10-31,102310.0,92632.329473074,99813.78335870456,109144.60020935863
2021-11-01,106500.0,94576.62331933352,103774.82071826339,112358.61377694509
2021-11-02,115847.0,104882.10900025269,114545.74854837588,124150.29407617399
2021-11-03,121839.0,114419.71911280183,124193.87837861716,138474.09902083865
2021-11-04,127917.0,118261.6037990274,127154.17660430862,135243.0882865085
2021-11-05,129921.0,117436.34075889048,129659.15148896734,141549.30163957077
